codigo_da_proposta,nome_do_negocio,etapa_do_negocio,data_de_fechamento,proprietario_do_negocio,valor,numero_de_atividades_de_vendas,e_negocio_perdido,data_da_ultima_modificacao,qtd_do_negocio
7613,Grupo Alfa ME,Negociações Frias,2025-02-22 23:37:29,Beatriz Nogueira,11607500.72,0.0,True,2025-04-05 00:04:26,29702
7614,Comercial Solaris EIRELI,Negociações Frias,2025-01-30 13:09:09,João Pedrosa,5710385.21,2.0,False,2025-04-05 00:06:56,26724
7615,Comercial Alfa Comércio,Negócio Perdido,2025-02-01 15:15:01,Beatriz Nogueira,11987783.02,1.0,False,2025-04-05 00:23:54,99903
7616,Grupo Nova Era Ltda,Negócio Perdido,2025-03-13 07:33:53,Marina Costa,10252175.21,2.0,True,2025-04-05 00:37:37,91697
7617,Distribuidora Verde Vida Comércio,Negociações Frias,2025-02-15 14:03:57,Carlos Azevedo,5528883.02,1.0,True,2025-04-05 00:51:56,23753
7618,Serviços Infinity Comércio,Pré Qualificação,2025-03-02 04:47:54,Lívia Martins,6865320.54,4.0,True,2025-04-05 00:53:46,66574
7619,Grupo Globaltech ME,Negociações Frias,2025-02-22 23:35:18,Beatriz Nogueira,6409294.03,4.0,False,2025-04-05 01:00:00,72366
7620,Comercial Infinity EIRELI,Pré Qualificação,2024-12-29 16:49:40,Marina Costa,2040029.74,3.0,True,2025-04-05 01:11:05,64819
7621,Grupo Verde Vida ME,Negócio Perdido,2024-12-11 00:21:35,Carlos Azevedo,9826941.71,2.0,True,2025-04-05 01:27:45,10188
7622,Grupo Globaltech EIRELI,Negócio Perdido,2025-03-26 10:03:20,João Pedrosa,6917024.1,5.0,True,2025-04-05 01:36:42,104193
7623,Grupo Infinity Comércio,Negociações Frias,2024-12-03 01:08:00,Beatriz Nogueira,9180958.18,4.0,True,2025-04-05 01:42:07,29724
7624,Grupo Verde Vida ME,Oportunidades,2025-03-31 08:11:19,Eduardo Freitas,9837134.47,3.0,False,2025-04-05 01:53:01,100927
7625,Grupo Nova Era S.A.,Negociações Frias,2025-02-19 15:22:01,João Pedrosa,11433243.16,3.0,True,2025-04-05 01:56:15,92677
7626,Indústria Verde Vida ME,Negociações Frias,2025-02-15 15:05:22,Beatriz Nogueira,11090296.5,5.0,False,2025-04-05 01:58:57,56832
7627,Serviços Nova Era ME,Desqualificado,2025-02-22 07:03:32,Marina Costa,11754623.32,4.0,False,2025-04-05 02:21:00,39250
7628,Consultoria Alfa S.A.,Negociações Frias,2025-01-30 05:44:58,João Pedrosa,2737670.02,1.0,False,2025-04-05 02:29:10,40037
7629,Serviços Infinity EIRELI,Negócio Perdido,2025-03-08 04:41:11,Renata Silveira,1026857.54,1.0,True,2025-04-05 02:32:56,103648
7630,Grupo Infinity S.A.,Negociações Frias,2025-02-14 12:57:09,Carlos Azevedo,3054655.31,5.0,False,2025-04-05 02:41:05,113773
7631,Distribuidora Verde Vida EIRELI,Negociações Frias,2025-03-26 12:55:42,Marina Costa,2287559.72,2.0,True,2025-04-05 02:56:31,80808
7632,Comercial Alfa S.A.,Negociações Frias,2025-03-20 14:43:30,Marina Costa,1248487.42,5.0,False,2025-04-05 03:21:36,31748
7633,Serviços Nova Era Comércio,Negócio Perdido,2025-02-06 13:59:05,Lívia Martins,3590905.86,2.0,False,2025-04-05 03:24:01,85592
7634,Indústria Globaltech S.A.,Negócio Perdido,2025-03-26 10:33:01,Marina Costa,7068505.74,1.0,True,2025-04-05 03:26:01,65085
7635,Consultoria Globaltech Comércio,Negociações Frias,2025-03-17 02:01:29,Beatriz Nogueira,3298550.78,5.0,True,2025-04-05 03:35:15,100421
7636,Grupo Globaltech Ltda,Negociações Frias,2025-01-13 08:52:30,Lívia Martins,11549700.63,2.0,True,2025-04-05 03:54:01,63489
7637,Indústria Infinity EIRELI,Negociações Frias,2025-03-12 05:44:32,Lívia Martins,1625336.15,4.0,True,2025-04-05 04:01:09,73497
7638,Consultoria Solaris Ltda,Negociações Frias,2025-01-31 01:21:06,Eduardo Freitas,8413298.6,4.0,True,2025-04-05 04:03:08,70942
7639,Consultoria Globaltech EIRELI,Negócio Perdido,2025-01-21 06:07:24,Renata Silveira,1512910.15,5.0,True,2025-04-05 04:14:28,76632
7640,Indústria Infinity EIRELI,Desqualificado,2025-02-05 11:45:57,Carlos Azevedo,2638526.52,5.0,True,2025-04-05 04:18:43,94100
7641,Distribuidora Globaltech EIRELI,Desqualificado,2025-02-03 14:58:27,Eduardo Freitas,6328099.93,3.0,False,2025-04-05 04:23:03,10668
7642,Distribuidora Nova Era EIRELI,Negociações Frias,2024-12-16 07:44:10,Renata Silveira,11479549.04,2.0,False,2025-04-05 04:37:37,46218
7643,Distribuidora Nova Era Ltda,Negociações Frias,2025-03-22 14:02:13,Carlos Azevedo,4893856.72,4.0,True,2025-04-05 04:44:34,73530
7644,Grupo Alfa ME,Negócio Perdido,2025-03-30 23:25:24,Beatriz Nogueira,5364098.91,0.0,False,2025-04-05 04:51:44,67690
7645,Grupo Nova Era S.A.,Negociações Frias,2024-12-13 14:08:20,Eduardo Freitas,11942663.75,0.0,True,2025-04-05 05:04:26,21099
7646,Grupo Nova Era Comércio,Negociações Frias,2024-12-05 09:39:36,Marina Costa,10055256.1,1.0,False,2025-04-05 05:10:39,37556
7647,Grupo Nova Era S.A.,Negociações Frias,2024-12-04 12:07:44,Carlos Azevedo,8550976.64,0.0,False,2025-04-05 05:17:44,38812
7648,Indústria Infinity Comércio,Negociações Frias,2024-12-28 20:38:24,Marina Costa,8013782.08,1.0,True,2025-04-05 05:18:42,102412
7649,Serviços Alfa Ltda,Negócio Perdido,2024-12-15 11:45:38,Marina Costa,3970840.77,4.0,True,2025-04-05 05:19:35,81018
7650,Indústria Nova Era S.A.,Negócio Perdido,2025-03-14 04:13:09,Lívia Martins,4598050.48,1.0,False,2025-04-05 05:25:51,111242
7651,Grupo Globaltech EIRELI,Entrada,2024-11-12 12:23:31,João Pedrosa,6383900.93,3.0,False,2025-04-05 05:34:41,104415
7652,Indústria Verde Vida S.A.,Negociações Frias,2025-03-16 11:52:30,Renata Silveira,9355494.07,2.0,True,2025-04-05 05:41:36,74635
7653,Comercial Verde Vida Comércio,Desqualificado,2025-02-20 19:28:19,João Pedrosa,6609717.07,1.0,False,2025-04-05 05:52:58,47442
7654,Comercial Alfa EIRELI,Desqualificado,2025-01-10 12:41:19,Renata Silveira,6651675.47,4.0,False,2025-04-05 06:14:13,116892
7655,Comercial Solaris ME,Acompanhamento,2025-01-27 06:21:57,Eduardo Freitas,2269238.87,5.0,False,2025-04-05 06:28:27,13633
7656,Indústria Infinity S.A.,Desqualificado,2025-03-23 12:47:17,Eduardo Freitas,9677379.71,5.0,True,2025-04-05 06:47:13,110697
7657,Grupo Globaltech ME,Negociações Frias,2025-03-15 14:40:13,Carlos Azevedo,10486221.82,1.0,False,2025-04-05 06:48:09,70353
7658,Serviços Infinity Comércio,Negociações Frias,2025-01-20 23:05:58,João Pedrosa,4668806.3,5.0,False,2025-04-05 06:56:18,14033
7659,Indústria Globaltech Comércio,Negociações Frias,2024-12-03 13:37:04,Renata Silveira,7978256.31,0.0,True,2025-04-05 06:56:46,55226
7660,Comercial Alfa S.A.,Desqualificado,2025-03-19 01:08:48,Beatriz Nogueira,4812359.5,3.0,True,2025-04-05 07:12:23,95093
7661,Consultoria Solaris S.A.,Negócio Perdido,2024-11-21 05:51:47,João Pedrosa,11107275.58,2.0,True,2025-04-05 07:13:51,109374
7662,Comercial Nova Era ME,Negócio Perdido,2024-11-17 04:20:30,Eduardo Freitas,1651014.66,4.0,False,2025-04-05 07:37:38,11930
7663,Distribuidora Verde Vida Ltda,Negócio Perdido,2025-03-28 10:04:26,Beatriz Nogueira,4217675.46,0.0,True,2025-04-05 08:02:18,55017
7664,Serviços Solaris ME,Pré Qualificação,2025-03-24 11:19:23,Lívia Martins,3601163.8,5.0,True,2025-04-05 08:05:39,25201
7665,Consultoria Globaltech EIRELI,Negócio Ganho,2025-03-05 12:53:49,Beatriz Nogueira,5443195.13,2.0,True,2025-04-05 08:05:46,59696
7666,Indústria Verde Vida EIRELI,Negociações Frias,2025-01-02 20:28:44,João Pedrosa,8325838.44,5.0,True,2025-04-05 08:30:08,105247
7667,Grupo Verde Vida EIRELI,Entrada,2025-03-12 09:51:44,Lívia Martins,10140126.57,0.0,False,2025-04-05 08:33:14,112932
7668,Distribuidora Solaris Ltda,Negociações Frias,2025-03-21 01:05:05,Carlos Azevedo,8498537.74,1.0,True,2025-04-05 08:48:04,64665
7669,Comercial Infinity Ltda,Negociações Frias,2025-02-26 21:10:23,Lívia Martins,9301124.64,3.0,False,2025-04-05 09:40:46,68797
7670,Serviços Alfa Comércio,Negociações Frias,2025-03-20 05:00:15,Renata Silveira,3701399.13,0.0,False,2025-04-05 09:55:18,108854
7671,Indústria Alfa ME,Negócio Perdido,2025-02-02 19:37:20,Lívia Martins,4963726.79,4.0,False,2025-04-05 10:08:44,108664
7672,Consultoria Infinity Ltda,Negociações Frias,2025-01-19 03:45:21,Eduardo Freitas,11186941.46,0.0,False,2025-04-05 10:10:28,52040
7673,Distribuidora Nova Era Ltda,Negócio Perdido,2025-02-25 18:27:29,Renata Silveira,7684131.26,1.0,True,2025-04-05 10:18:11,118858
7674,Consultoria Alfa S.A.,Negócio Perdido,2025-01-01 01:30:30,Lívia Martins,10637956.97,1.0,True,2025-04-05 10:33:21,107264
7675,Grupo Nova Era Comércio,Negociações Frias,2024-12-13 12:01:05,Carlos Azevedo,2683712.97,2.0,True,2025-04-05 10:37:13,117378
7676,Distribuidora Nova Era EIRELI,Negociações Frias,2025-02-14 22:26:20,Renata Silveira,10403017.27,5.0,True,2025-04-05 10:51:58,25094
7677,Indústria Nova Era EIRELI,Negociações Frias,2025-03-21 07:59:07,Lívia Martins,1002946.77,4.0,False,2025-04-05 10:54:13,11862
7678,Consultoria Globaltech ME,Negociações Frias,2025-03-24 20:42:02,Eduardo Freitas,2199887.51,0.0,False,2025-04-05 11:14:51,99812
7679,Grupo Solaris Ltda,Negociações Frias,2025-03-31 04:28:11,Carlos Azevedo,4872411.74,3.0,False,2025-04-05 11:17:29,84032
7680,Serviços Nova Era Comércio,Negócio Perdido,2025-03-20 11:48:30,Carlos Azevedo,3583302.45,4.0,True,2025-04-05 11:17:48,115859
7681,Grupo Verde Vida Ltda,Entrada,2025-03-02 12:34:16,Carlos Azevedo,1486061.22,1.0,True,2025-04-05 11:32:36,33835
7682,Indústria Globaltech EIRELI,Negociações Frias,2025-01-10 23:47:38,João Pedrosa,9852022.1,5.0,False,2025-04-05 11:39:50,51305
7683,Consultoria Verde Vida S.A.,Oportunidades,2025-03-18 10:17:22,Renata Silveira,8364354.29,1.0,False,2025-04-05 11:49:01,19309
7684,Indústria Verde Vida S.A.,Negociações Frias,2024-12-25 13:42:55,João Pedrosa,4728874.37,1.0,False,2025-04-05 11:58:02,108306
7685,Grupo Verde Vida EIRELI,Negócio Perdido,2025-02-13 19:36:41,Beatriz Nogueira,4488698.87,3.0,False,2025-04-05 12:08:32,77254
7686,Consultoria Nova Era Ltda,Negócio Perdido,2024-12-27 03:08:38,Carlos Azevedo,4989952.05,5.0,True,2025-04-05 12:09:00,90397
7687,Comercial Solaris EIRELI,Negociações Frias,2025-02-26 21:12:39,Marina Costa,2089685.61,0.0,True,2025-04-05 12:09:15,103708
7688,Serviços Nova Era S.A.,Negociações Frias,2024-12-04 01:49:03,Beatriz Nogueira,11075582.92,4.0,False,2025-04-05 12:11:05,49576
7689,Grupo Solaris Comércio,Pré Qualificação,2025-02-24 14:06:04,Eduardo Freitas,1271634.41,0.0,True,2025-04-05 12:19:04,27407
7690,Serviços Globaltech S.A.,Desqualificado,2025-03-15 23:43:28,Carlos Azevedo,9097167.48,5.0,True,2025-04-05 12:24:44,85644
7691,Consultoria Solaris Ltda,Negócio Perdido,2025-02-27 22:05:50,Carlos Azevedo,10350521.26,3.0,True,2025-04-05 12:33:41,99715
7692,Distribuidora Alfa EIRELI,Negociações Frias,2025-02-18 16:48:27,Renata Silveira,1274293.7,2.0,False,2025-04-05 12:54:44,116298
7693,Indústria Alfa Ltda,Negociações Frias,2024-11-29 12:34:16,Marina Costa,6033481.08,2.0,True,2025-04-05 12:57:15,114936
7694,Distribuidora Nova Era Ltda,Negociações Frias,2024-12-24 17:17:46,João Pedrosa,10419044.48,4.0,True,2025-04-05 13:22:07,105198
7695,Indústria Solaris ME,Desqualificado,2025-02-20 18:35:17,Carlos Azevedo,10290009.82,0.0,False,2025-04-05 13:38:42,111164
7696,Distribuidora Nova Era S.A.,Negociações Frias,2025-03-14 15:58:47,Marina Costa,3280907.03,0.0,False,2025-04-05 13:45:20,89319
7697,Serviços Alfa S.A.,Negócio Ganho,2024-12-11 17:40:36,Carlos Azevedo,9391193.07,3.0,False,2025-04-05 14:15:48,24061
7698,Serviços Verde Vida Comércio,Desqualificado,2025-01-03 22:41:49,Eduardo Freitas,7258202.64,4.0,True,2025-04-05 14:19:55,37958
7699,Serviços Alfa Comércio,Negócio Perdido,2025-03-28 22:03:56,Beatriz Nogueira,4282817.93,1.0,False,2025-04-05 15:12:15,47205
7700,Comercial Infinity EIRELI,Negócio Perdido,2025-03-28 08:02:54,Carlos Azevedo,1869135.54,4.0,True,2025-04-05 15:12:21,99091
7701,Grupo Solaris Comércio,Negociações Frias,2025-03-15 16:16:09,Renata Silveira,3289292.35,2.0,True,2025-04-05 15:28:25,55832
7702,Comercial Nova Era ME,Negócio Perdido,2025-02-25 11:48:17,Eduardo Freitas,9835566.63,5.0,True,2025-04-05 15:32:56,113473
7703,Distribuidora Infinity Ltda,Negociações Frias,2025-01-22 04:35:52,João Pedrosa,10617092.96,1.0,False,2025-04-05 15:59:52,77996
7704,Indústria Solaris Comércio,Negócio Perdido,2025-03-05 17:26:28,Renata Silveira,11462366.41,0.0,True,2025-04-05 16:43:06,115898
7705,Consultoria Solaris Ltda,Negócio Ganho,2025-03-03 18:36:53,Beatriz Nogueira,8458501.52,0.0,True,2025-04-05 16:45:26,75493
7706,Indústria Infinity S.A.,Negócio Perdido,2024-11-29 15:14:27,Eduardo Freitas,1887043.33,3.0,False,2025-04-05 17:20:08,84119
7707,Consultoria Infinity S.A.,Negociações Frias,2024-11-23 22:06:04,Renata Silveira,1888836.58,3.0,True,2025-04-05 17:33:27,111032
7708,Consultoria Infinity Ltda,Negócio Perdido,2024-12-15 15:27:46,Marina Costa,7771943.67,4.0,True,2025-04-05 17:44:49,85719
7709,Serviços Solaris Ltda,Negociações Frias,2024-12-13 17:21:49,Carlos Azevedo,8121347.42,0.0,False,2025-04-05 17:47:30,52534
7710,Consultoria Globaltech EIRELI,Negociações Frias,2025-02-27 09:11:02,Renata Silveira,2620028.51,2.0,True,2025-04-05 17:49:12,28893
7711,Serviços Verde Vida Ltda,Entrada,2025-03-08 10:17:17,Renata Silveira,7058381.19,3.0,False,2025-04-05 18:32:06,14425
7712,Grupo Globaltech Comércio,Entrada,2025-03-28 20:04:06,Beatriz Nogueira,8936992.44,4.0,False,2025-04-05 19:02:25,110597
7713,Indústria Globaltech ME,Negociações Frias,2025-04-01 10:16:08,Marina Costa,9111716.61,1.0,False,2025-04-05 19:11:17,71999
7714,Distribuidora Verde Vida ME,Negociações Frias,2025-03-15 01:36:36,Renata Silveira,9116013.12,4.0,False,2025-04-05 19:19:16,30844
7715,Indústria Verde Vida ME,Negócio Ganho,2025-02-19 11:28:39,Renata Silveira,7929841.47,3.0,True,2025-04-05 19:29:31,110503
7716,Grupo Nova Era EIRELI,Desqualificado,2025-02-23 02:34:15,Carlos Azevedo,11370865.25,1.0,False,2025-04-05 19:51:54,84402
7717,Comercial Globaltech Comércio,Negócio Perdido,2025-04-05 04:00:47,Marina Costa,6298110.01,1.0,True,2025-04-05 19:56:48,55014
7718,Consultoria Alfa Comércio,Negociações Frias,2025-04-03 06:02:44,Lívia Martins,3394584.58,5.0,True,2025-04-05 20:12:29,48378
7719,Serviços Globaltech Comércio,Desqualificado,2024-12-25 15:27:12,Eduardo Freitas,7293953.53,3.0,False,2025-04-05 20:25:42,106916
7720,Grupo Verde Vida Comércio,Negociações Frias,2024-12-30 10:22:36,Marina Costa,2534158.96,5.0,True,2025-04-05 20:32:37,99962
7721,Comercial Alfa EIRELI,Negócio Perdido,2025-01-30 03:45:47,Beatriz Nogueira,11959593.31,0.0,True,2025-04-05 20:37:05,102499
7722,Comercial Globaltech S.A.,Negociações Frias,2025-03-04 18:24:26,Lívia Martins,7688812.51,3.0,True,2025-04-05 20:59:09,57936
7723,Serviços Nova Era Comércio,Negócio Perdido,2024-12-24 09:17:21,Eduardo Freitas,5094804.14,1.0,True,2025-04-05 20:59:11,12451
7724,Indústria Verde Vida EIRELI,Negociações Frias,2025-02-28 11:13:43,Carlos Azevedo,2148635.17,5.0,False,2025-04-05 21:09:09,28946
7725,Serviços Nova Era ME,Negociações Frias,2025-01-31 09:21:41,Eduardo Freitas,4365220.39,4.0,False,2025-04-05 21:14:55,56296
7726,Indústria Verde Vida EIRELI,Negociações Frias,2024-12-29 19:58:52,Carlos Azevedo,3614984.06,3.0,True,2025-04-05 21:17:13,91509
7727,Consultoria Verde Vida Comércio,Desqualificado,2025-04-04 20:12:57,Eduardo Freitas,11008983.81,0.0,False,2025-04-05 21:34:23,119285
7728,Comercial Infinity ME,Negociações Frias,2025-02-25 04:46:20,Renata Silveira,11666824.55,2.0,True,2025-04-05 21:37:14,24461
7729,Serviços Verde Vida Ltda,Negociações Frias,2025-03-15 07:21:02,Eduardo Freitas,10973619.32,2.0,False,2025-04-05 21:41:21,11295
7730,Consultoria Infinity Ltda,Negociações Frias,2025-02-08 21:56:12,João Pedrosa,3013462.28,2.0,False,2025-04-05 21:46:52,65888
7731,Indústria Solaris EIRELI,Negociações Frias,2025-03-28 00:56:03,Carlos Azevedo,3538903.5,4.0,False,2025-04-05 21:48:12,32187
7732,Consultoria Alfa ME,Negociações Frias,2025-03-21 22:17:19,João Pedrosa,6730415.11,5.0,False,2025-04-05 21:51:03,13561
7733,Consultoria Solaris EIRELI,Negócio Perdido,2024-12-21 00:15:30,Carlos Azevedo,3753777.48,3.0,False,2025-04-05 22:06:01,100037
7734,Distribuidora Solaris Ltda,Negociações Frias,2025-01-13 22:48:44,Eduardo Freitas,2771876.55,1.0,True,2025-04-05 22:08:14,11862
7735,Distribuidora Solaris EIRELI,Negociações Frias,2024-12-31 17:54:31,João Pedrosa,1018520.41,2.0,True,2025-04-05 22:15:18,21167
7736,Grupo Solaris EIRELI,Negócio Perdido,2024-12-31 13:48:13,Eduardo Freitas,7801434.69,5.0,True,2025-04-05 22:20:06,31440
7737,Consultoria Verde Vida Comércio,Negócio Perdido,2025-03-30 07:11:58,Eduardo Freitas,3888276.56,4.0,False,2025-04-05 22:22:18,89123
7738,Distribuidora Infinity Comércio,Negociações Frias,2025-01-07 04:45:30,Carlos Azevedo,5946117.98,3.0,True,2025-04-05 22:25:45,112798
7739,Consultoria Solaris Ltda,Negociações Frias,2025-03-21 10:21:33,Marina Costa,5592647.39,2.0,False,2025-04-05 22:35:47,78017
7740,Consultoria Alfa ME,Negócio Perdido,2025-01-14 22:44:51,Beatriz Nogueira,10439451.56,2.0,False,2025-04-05 22:48:55,112525
7741,Consultoria Solaris ME,Negociações Frias,2025-02-02 10:24:30,João Pedrosa,9401752.05,3.0,True,2025-04-05 22:49:50,16348
7742,Serviços Nova Era Ltda,Negociações Frias,2025-03-17 20:47:57,Lívia Martins,7989693.75,2.0,True,2025-04-05 22:54:34,30159
7743,Distribuidora Globaltech EIRELI,Negociações Frias,2025-03-28 21:09:57,Eduardo Freitas,8284899.91,4.0,True,2025-04-05 22:56:29,96438
7744,Consultoria Infinity S.A.,Negociações Frias,2025-02-26 12:39:59,Beatriz Nogueira,7022081.6,2.0,True,2025-04-05 22:57:31,75167
7745,Grupo Infinity Ltda,Negociações Frias,2025-03-13 21:09:36,Marina Costa,6233010.65,2.0,True,2025-04-05 23:00:11,111889
7746,Comercial Solaris EIRELI,Entrada,2024-12-05 23:22:06,Marina Costa,6808877.42,0.0,False,2025-04-05 23:00:36,68403
7747,Serviços Nova Era EIRELI,Desqualificado,2025-03-17 04:09:53,Lívia Martins,8634507.18,2.0,True,2025-04-05 23:11:41,54459
7748,Grupo Solaris EIRELI,Negócio Perdido,2025-03-17 14:13:03,Marina Costa,1040591.22,2.0,False,2025-04-05 23:12:45,63023
7749,Consultoria Alfa Comércio,Negociações Frias,2025-03-12 02:22:19,Carlos Azevedo,7937475.18,1.0,False,2025-04-05 23:17:14,23680
7750,Serviços Infinity ME,Pré Qualificação,2025-04-05 20:53:18,Renata Silveira,4833075.22,4.0,True,2025-04-05 23:23:25,23616
7751,Grupo Infinity S.A.,Negociações Frias,2025-03-20 02:37:58,João Pedrosa,6239717.85,2.0,True,2025-04-05 23:24:01,99671
7752,Distribuidora Globaltech Comércio,Negociações Frias,2025-03-09 11:40:42,Carlos Azevedo,7857780.55,0.0,True,2025-04-05 23:41:51,60971
7753,Comercial Alfa ME,Negociações Frias,2025-03-10 05:35:48,João Pedrosa,11586487.93,1.0,True,2025-04-06 00:14:33,97383
7754,Grupo Verde Vida Comércio,Negociações Frias,2025-03-13 07:01:14,Beatriz Nogueira,2061707.9,0.0,False,2025-04-06 00:20:02,95067
7755,Serviços Alfa EIRELI,Negociações Frias,2025-03-14 07:57:23,João Pedrosa,6631335.97,4.0,True,2025-04-06 00:25:36,106637
7756,Consultoria Solaris ME,Negociações Frias,2024-11-21 16:32:35,Beatriz Nogueira,8216834.6,1.0,True,2025-04-06 00:31:58,82622
7757,Indústria Globaltech EIRELI,Negócio Perdido,2025-03-30 17:47:59,Carlos Azevedo,4475417.02,2.0,False,2025-04-06 00:35:49,100290
7758,Grupo Nova Era ME,Negociações Frias,2025-02-22 12:41:07,Marina Costa,4065069.42,1.0,False,2025-04-06 00:35:56,45797
7759,Serviços Globaltech S.A.,Desqualificado,2024-12-15 06:39:37,Carlos Azevedo,2405626.89,0.0,True,2025-04-06 00:41:21,30124
7760,Comercial Alfa S.A.,Negociações Frias,2025-03-31 14:37:08,João Pedrosa,3444557.56,4.0,True,2025-04-06 00:41:47,85415
7761,Serviços Nova Era ME,Negociações Frias,2025-03-16 03:56:39,Lívia Martins,4464326.89,5.0,False,2025-04-06 00:48:34,66960
7762,Consultoria Nova Era Ltda,Pré Qualificação,2024-12-11 01:00:27,Carlos Azevedo,4409296.38,2.0,False,2025-04-06 00:51:35,108240
7763,Serviços Globaltech Ltda,Negócio Perdido,2025-03-11 06:40:18,Lívia Martins,4975004.84,1.0,False,2025-04-06 00:54:43,107306
7764,Serviços Solaris ME,Pré Qualificação,2025-02-20 12:45:28,Marina Costa,2299025.85,4.0,False,2025-04-06 00:56:27,108451
7765,Serviços Alfa S.A.,Negociações Frias,2025-02-03 19:32:18,Renata Silveira,7638869.64,4.0,False,2025-04-06 01:04:59,81677
7766,Consultoria Alfa EIRELI,Acompanhamento,2024-12-31 19:38:58,Renata Silveira,3981482.77,2.0,False,2025-04-06 01:21:06,73063
7767,Grupo Infinity S.A.,Negociações Frias,2025-03-18 07:28:06,Beatriz Nogueira,3348728.93,3.0,False,2025-04-06 01:38:20,17551
7768,Distribuidora Solaris ME,Desqualificado,2025-03-31 10:03:39,Renata Silveira,11408952.76,0.0,False,2025-04-06 01:39:54,31826
7769,Serviços Infinity Comércio,Negociações Frias,2025-02-27 22:56:18,Beatriz Nogueira,2964580.28,3.0,True,2025-04-06 02:10:29,97464
7770,Indústria Nova Era Comércio,Negócio Perdido,2025-03-13 10:42:10,Beatriz Nogueira,7086347.73,1.0,True,2025-04-06 02:11:02,78492
7771,Consultoria Verde Vida Comércio,Negociações Frias,2025-03-08 17:51:03,Lívia Martins,9446498.04,1.0,True,2025-04-06 02:23:20,29032
7772,Distribuidora Alfa EIRELI,Negociações Frias,2025-03-22 07:26:34,João Pedrosa,8440015.9,0.0,True,2025-04-06 02:27:38,40116
7773,Comercial Alfa EIRELI,Negociações Frias,2024-11-14 02:34:51,Beatriz Nogueira,1490046.45,5.0,True,2025-04-06 02:48:17,53122
7774,Serviços Nova Era S.A.,Negócio Ganho,2025-01-27 04:29:47,Beatriz Nogueira,7166793.13,0.0,True,2025-04-06 02:50:03,42351
7775,Grupo Verde Vida EIRELI,Negociações Frias,2025-01-01 00:22:08,Beatriz Nogueira,3838963.71,2.0,True,2025-04-06 02:53:11,93486
7776,Indústria Alfa S.A.,Negociações Frias,2025-03-13 04:26:26,Carlos Azevedo,8148189.53,1.0,True,2025-04-06 03:03:53,26402
7777,Comercial Infinity Comércio,Negociações Frias,2025-04-04 09:17:03,João Pedrosa,5956325.0,1.0,False,2025-04-06 03:06:53,29714
7778,Grupo Solaris S.A.,Negócio Perdido,2025-02-27 06:31:21,Eduardo Freitas,4651598.61,4.0,False,2025-04-06 03:23:42,96192
7779,Distribuidora Solaris Comércio,Negócio Ganho,2024-12-23 21:01:40,Marina Costa,8521754.84,5.0,True,2025-04-06 03:32:20,77379
7780,Grupo Alfa Comércio,Negócio Perdido,2025-03-21 05:19:40,Beatriz Nogueira,2715956.88,0.0,True,2025-04-06 03:35:09,74558
7781,Consultoria Globaltech EIRELI,Negociações Frias,2025-02-06 12:23:22,Renata Silveira,9845482.53,1.0,True,2025-04-06 03:39:56,78572
7782,Consultoria Solaris S.A.,Negócio Perdido,2024-12-29 03:43:04,Marina Costa,10444819.21,0.0,False,2025-04-06 03:56:11,49351
7783,Consultoria Solaris Comércio,Negócio Perdido,2025-02-08 10:10:36,Beatriz Nogueira,11714764.75,4.0,False,2025-04-06 04:03:03,84527
7784,Distribuidora Alfa Comércio,Negócio Perdido,2024-12-11 10:09:00,Carlos Azevedo,7204841.01,5.0,False,2025-04-06 04:06:16,73321
7785,Comercial Verde Vida Ltda,Negócio Perdido,2024-12-22 03:04:44,Marina Costa,3787618.8,1.0,True,2025-04-06 04:06:17,112717
7786,Serviços Infinity Ltda,Negociações Frias,2025-03-24 01:44:36,Marina Costa,7334350.4,1.0,True,2025-04-06 04:34:38,89084
7787,Distribuidora Alfa ME,Negociações Frias,2024-12-17 04:20:44,Eduardo Freitas,4860213.51,2.0,True,2025-04-06 05:03:24,111973
7788,Consultoria Alfa ME,Negócio Perdido,2024-12-26 04:40:07,Eduardo Freitas,2917993.94,0.0,True,2025-04-06 05:03:49,66690
7789,Indústria Nova Era S.A.,Negociações Frias,2024-12-31 13:03:21,Marina Costa,4206249.3,2.0,True,2025-04-06 05:07:28,17398
7790,Consultoria Alfa ME,Pré Qualificação,2025-04-02 22:11:09,Carlos Azevedo,3391457.05,4.0,False,2025-04-06 05:14:48,54600
7791,Distribuidora Alfa S.A.,Negócio Perdido,2025-02-17 05:04:49,Carlos Azevedo,8690835.94,2.0,True,2025-04-06 05:19:31,31192
7792,Grupo Solaris ME,Proposta Enviada,2025-01-30 17:46:32,Renata Silveira,2830132.1,4.0,False,2025-04-06 05:20:34,70380
7793,Serviços Nova Era EIRELI,Negociações Frias,2025-03-30 16:39:40,Beatriz Nogueira,11695251.19,4.0,False,2025-04-06 05:27:37,73544
7794,Serviços Verde Vida S.A.,Negócio Perdido,2025-03-14 19:22:06,Eduardo Freitas,8029765.4,5.0,True,2025-04-06 05:50:31,109444
7795,Distribuidora Verde Vida Ltda,Negociações Frias,2025-01-25 14:49:47,Beatriz Nogueira,5036373.55,5.0,False,2025-04-06 06:18:09,115309
7796,Indústria Infinity Comércio,Negócio Perdido,2025-01-18 17:43:52,Carlos Azevedo,7775770.71,3.0,False,2025-04-06 06:28:13,115938
7797,Comercial Solaris ME,Pré Qualificação,2025-02-21 01:44:47,Renata Silveira,11263280.56,3.0,False,2025-04-06 06:28:52,99869
